1





1	1.80	4.8	1.4	2


1588	0.5


500	0	0	0
500.75	0	0	0.05
501.5	0	0	0.1
502.25	0	0	0.15
503	0	0	0.2
503.75	0	0	0.25
504.5	0	0	0.3
505.25	0	0	0.35
506	0	0	0.4
506.75	0	0	0.45
507.5	0	0	0.5
508.25	0	0	0.55
509	0	0	0.6
509.75	0	0	0.65
510.5	0	0	0.7
511.25	0	0	0.75
512	0	0	0.8
512.75	0	0	0.85
513.5	0	0	0.9
514.25	0	0	0.95
515	0	0	1
515.75	0	0	1.05
516.5	0	0	1.1
517.25	0	0	1.15
518	0	0	1.2
518.75	0	0	1.25
519.5	0	0	1.3
520.25	0	0	1.35
521	0	0	1.4
521.75	0	0	1.45
522.5	0	0	1.5
523.25	0	0	1.55
524	0	0	1.6
524.75	0	0	1.65
525.5	0	0	1.7
526.25	0	0	1.75
527	0	0	1.8
527.75	0	0	1.85
528.5	0	0	1.9
529.25	0	0	1.95
530	0	0	2
530.75	0	0	2.05
531.5	0	0	2.1
532.25	0	0	2.15
533	0	0	2.2
533.75	0	0	2.25
534.5	0	0	2.3
535.25	0	0	2.35
536	0	0	2.4
536.75	0	0	2.45
537.5	0	0	2.5
538.25	0	0	2.55
539	0	0	2.6
539.75	0	0	2.65
540.5	0	0	2.7
541.25	0	0	2.75
542	0	0	2.8
542.75	0	0	2.85
543.5	0	0	2.9
544.25	0	0	2.95
545	0	0	3
545.75	0	0	3.05
546.5	0	0	3.1
547.25	0	0	3.15
548	0	0	3.2
548.75	0	0	3.25
549.5	0	0	3.3
550.25	0	0	3.35
551	0	0	3.4
551.75	0	0	3.45
552.5	0	0	3.5
553.25	0	0	3.55
554	0	0	3.6
554.75	0	0	3.65
555.5	0	0	3.7
556.25	0	0	3.75
557	0	0	3.8
557.75	0	0	3.85
558.5	0	0	3.9
559.25	0	0	3.95
560	0	0	4
560.75	0	0	4.05
561.5	0	0	4.1
562.25	0	0	4.15
563	0	0	4.2
563.75	0	0	4.25
564.5	0	0	4.3
565.25	0	0	4.35
566	0	0	4.4
566.75	0	0	4.45
567.5	0	0	4.5
568.25	0	0	4.55
569	0	0	4.6
569.75	0	0	4.65
570.5	0	0	4.7
571.25	0	0	4.75
572	0	0	4.8
572.75	0	0	4.85
573.5	0	0	4.9
574.25	0	0	4.95
575	0	0	5
575.75	0	0	5.05
576.5	0	0	5.1
577.25	0	0	5.15
578	0	0	5.2
578.75	0	0	5.25
579.5	0	0	5.3
580.25	0	0	5.35
581	0	0	5.4
581.75	0	0	5.45
582.5	0	0	5.5
583.25	0	0	5.55
584	0	0	5.6
584.75	0	0	5.65
585.5	0	0	5.7
586.25	0	0	5.75
587	0	0	5.8
587.75	0	0	5.85
588.5	0	0	5.9
589.25	0	0	5.95
590	0	0	6
590.75	0	0	6.05
591.5	0	0	6.1
592.25	0	0	6.15
593	0	0	6.2
593.75	0	0	6.25
594.5	0	0	6.3
595.25	0	0	6.35
596	0	0	6.4
596.75	0	0	6.45
597.5	0	0	6.5
598.25	0	0	6.55
599	0	0	6.6
599.75	0	0	6.65
600.5	0	0	6.7
601.25	0	0	6.75
602	0	0	6.8
602.75	0	0	6.85
603.5	0	0	6.9
604.25	0	0	6.95
605	0	0	7
605.75	0	0	7.05
606.5	0	0	7.1
607.25	0	0	7.15
608	0	0	7.2
608.75	0	0	7.25
609.5	0	0	7.3
610.25	0	0	7.35
611	0	0	7.4
611.75	0	0	7.45
612.5	0	0	7.5
613.25	0	0	7.55
614	0	0	7.6
614.75	0	0	7.65
615.5	0	0	7.7
616.25	0	0	7.75
617	0	0	7.8
617.75	0	0	7.85
618.5	0	0	7.9
619.25	0	0	7.95
620	0	0	8
620.75	0	0	8.05
621.5	0	0	8.1
622.25	0	0	8.15
623	0	0	8.2
623.75	0	0	8.25
624.5	0	0	8.3
625.25	0	0	8.35
626	0	0	8.4
626.75	0	0	8.45
627.5	0	0	8.5
628.25	0	0	8.55
629	0	0	8.6
629.75	0	0	8.65
630.5	0	0	8.7
631.25	0	0	8.75
632	0	0	8.8
632.75	0	0	8.85
633.5	0	0	8.9
634.25	0	0	8.95
635	0	0	9
635.75	0	0	9.05
636.5	0	0	9.1
637.25	0	0	9.15
638	0	0	9.2
638.75	0	0	9.25
639.5	0	0	9.3
640.25	0	0	9.35
641	0	0	9.4
641.75	0	0	9.45
642.5	0	0	9.5
643.25	0	0	9.55
644	0	0	9.6
644.75	0	0	9.65
645.5	0	0	9.7
646.25	0	0	9.75
647	0	0	9.8
647.75	0	0	9.85
648.5	0	0	9.9
649.25	0	0	9.95
650	0	0	10
650.75	0	0	10.05
651.5	0	0	10.1
652.25	0	0	10.15
653	0	0	10.2
653.75	0	0	10.25
654.5	0	0	10.3
655.25	0	0	10.35
656	0	0	10.4
656.75	0	0	10.45
657.5	0	0	10.5
658.25	0	0	10.55
659	0	0	10.6
659.75	0	0	10.65
660.5	0	0	10.7
661.25	0	0	10.75
662	0	0	10.8
662.75	0	0	10.85
663.5	0	0	10.9
664.25	0	0	10.95
665	0	0	11
665.75	0	0	11.05
666.5	0	0	11.1
667.25	0	0	11.15
668	0	0	11.2
668.75	0	0	11.25
669.5	0	0	11.3
670.25	0	0	11.35
671	0	0	11.4
671.75	0	0	11.45
672.5	0	0	11.5
673.25	0	0	11.55
674	0	0	11.6
674.75	0	0	11.65
675.5	0	0	11.7
676.25	0	0	11.75
677	0	0	11.8
677.75	0	0	11.85
678.5	0	0	11.9
679.25	0	0	11.95
680	0	0	12
680.75	0	0	12.05
681.5	0	0	12.1
682.25	0	0	12.15
683	0	0	12.2
683.75	0	0	12.25
684.5	0	0	12.3
685.25	0	0	12.35
686	0	0	12.4
686.75	0	0	12.45
687.5	0	0	12.5
688.25	0	0	12.55
689	0	0	12.6
689.75	0	0	12.65
690.5	0	0	12.7
691.25	0	0	12.75
692	0	0	12.8
692.75	0	0	12.85
693.5	0	0	12.9
694.25	0	0	12.95
695	0	0	13
695.75	0	0	13.05
696.5	0	0	13.1
697.25	0	0	13.15
698	0	0	13.2
698.75	0	0	13.25
699.5	0	0	13.3
700.25	0	0	13.35
701	0	0	13.4
701.75	0	0	13.45
702.5	0	0	13.5
703.25	0	0	13.55
704	0	0	13.6
704.75	0	0	13.65
705.5	0	0	13.7
706.25	0	0	13.75
707	0	0	13.8
707.75	0	0	13.85
708.5	0	0	13.9
709.25	0	0	13.95
710	0	0	14
710.75	0	0	14.05
711.5	0	0	14.1
712.25	0	0	14.15
713	0	0	14.2
713.75	0	0	14.25
714.5	0	0	14.3
715.25	0	0	14.35
716	0	0	14.4
716.75	0	0	14.45
717.5	0	0	14.5
718.25	0	0	14.55
719	0	0	14.6
719.75	0	0	14.65
720.5	0	0	14.7
721.25	0	0	14.75
722	0	0	14.8
722.75	0	0	14.85
723.5	0	0	14.9
724.25	0	0	14.95
725	0	0	15
725.75	0	0	15.05
726.5	0	0	15.1
727.25	0	0	15.15
728	0	0	15.2
728.75	0	0	15.25
729.5	0	0	15.3
730.25	0	0	15.35
731	0	0	15.4
731.75	0	0	15.45
732.5	0	0	15.5
733.25	0	0	15.55
734	0	0	15.6
734.75	0	0	15.65
735.5	0	0	15.7
736.25	0	0	15.75
737	0	0	15.8
737.75	0	0	15.85
738.5	0	0	15.9
739.25	0	0	15.95
740	0	0	16
740.75	0	0	16.05
741.5	0	0	16.1
742.25	0	0	16.15
743	0	0	16.2
743.75	0	0	16.25
744.5	0	0	16.3
745.25	0	0	16.35
746	0	0	16.4
746.75	0	0	16.45
747.5	0	0	16.5
748.25	0	0	16.55
749	0	0	16.6
749.75	0	0	16.65
750.5	0	0	16.7
751.25	0	0	16.75
752	0	0	16.8
752.75	0	0	16.85
753.5	0	0	16.9
754.25	0	0	16.95
755	0	0	17
755.75	0	0	17.05
756.5	0	0	17.1
757.25	0	0	17.15
758	0	0	17.2
758.75	0	0	17.25
759.5	0	0	17.3
760.25	0	0	17.35
761	0	0	17.4
761.75	0	0	17.45
762.5	0	0	17.5
763.25	0	0	17.55
764	0	0	17.6
764.75	0	0	17.65
765.5	0	0	17.7
766.25	0	0	17.75
767	0	0	17.8
767.75	0	0	17.85
768.5	0	0	17.9
769.25	0	0	17.95
770	0	0	18
770.75	0	0	18.05
771.5	0	0	18.1
772.25	0	0	18.15
773	0	0	18.2
773.75	0	0	18.25
774.5	0	0	18.3
775.25	0	0	18.35
776	0	0	18.4
776.75	0	0	18.45
777.5	0	0	18.5
778.25	0	0	18.55
779	0	0	18.6
779.75	0	0	18.65
780.5	0	0	18.7
781.25	0	0	18.75
782	0	0	18.8
782.75	0	0	18.85
783.5	0	0	18.9
784.25	0	0	18.95
785	0	0	19
785.75	0	0	19.05
786.5	0	0	19.1
787.25	0	0	19.15
788	0	0	19.2
788.75	0	0	19.25
789.5	0	0	19.3
790.25	0	0	19.35
791	0	0	19.4
791.75	0	0	19.45
792.5	0	0	19.5
793.25	0	0	19.55
794	0	0	19.6
794.75	0	0	19.65
795.5	0	0	19.7
796.25	0	0	19.75
797	0	0	19.8
797.75	0	0	19.85
798.5	0	0	19.9
799.25	0	0	19.95
800	0	0	20
800.75	0	0	20.05
801.5	0	0	20.1
802.25	0	0	20.15
803	0	0	20.2
803.75	0	0	20.25
804.5	0	0	20.3
805.25	0	0	20.35
806	0	0	20.4
806.75	0	0	20.45
807.5	0	0	20.5
808.25	0	0	20.55
809	0	0	20.6
809.75	0	0	20.65
810.5	0	0	20.7
811.25	0	0	20.75
812	0	0	20.8
812.75	0	0	20.85
813.5	0	0	20.9
814.25	0	0	20.95
815	0	0	21
815.75	0	0	21.05
816.5	0	0	21.1
817.25	0	0	21.15
818	0	0	21.2
818.75	0	0	21.25
819.5	0	0	21.3
820.25	0	0	21.35
821	0	0	21.4
821.75	0	0	21.45
822.5	0	0	21.5
823.25	0	0	21.55
824	0	0	21.6
824.75	0	0	21.65
825.5	0	0	21.7
826.25	0	0	21.75
827	0	0	21.8
827.75	0	0	21.85
828.5	0	0	21.9
829.25	0	0	21.95
830	0	0	22
830.75	0	0	22.05
831.5	0	0	22.1
832.25	0	0	22.15
833	0	0	22.2
833.75	0	0	22.25
834.5	0	0	22.3
835.25	0	0	22.35
836	0	0	22.4
836.75	0	0	22.45
837.5	0	0	22.5
838.25	0	0	22.55
839	0	0	22.6
839.75	0	0	22.65
840.5	0	0	22.7
841.25	0	0	22.75
842	0	0	22.8
842.75	0	0	22.85
843.5	0	0	22.9
844.25	0	0	22.95
845	0	0	23
845.75	0	0	23.05
846.5	0	0	23.1
847.25	0	0	23.15
848	0	0	23.2
848.75	0	0	23.25
849.5	0	0	23.3
850.25	0	0	23.35
851	0	0	23.4
851.75	0	0	23.45
852.5	0	0	23.5
853.25	0	0	23.55
854	0	0	23.6
854.75	0	0	23.65
855.5	0	0	23.7
856.25	0	0	23.75
857	0	0	23.8
857.75	0	0	23.85
858.5	0	0	23.9
859.25	0	0	23.95
860	0	0	24
860.75	0	0	24.05
861.5	0	0	24.1
862.25	0	0	24.15
863	0	0	24.2
863.75	0	0	24.25
864.5	0	0	24.3
865.25	0	0	24.35
866	0	0	24.4
866.75	0	0	24.45
867.5	0	0	24.5
868.25	0	0	24.55
869	0	0	24.6
869.75	0	0	24.65
870.5	0	0	24.7
871.25	0	0	24.75
872	0	0	24.8
872.75	0	0	24.85
873.5	0	0	24.9
874.25	0	0	24.95
875	0	0	25
875.75	0	0	25.05
876.5	0	0	25.1
877.25	0	0	25.15
878	0	0	25.2
878.75	0	0	25.25
879.5	0	0	25.3
880.25	0	0	25.35
881	0	0	25.4
881.75	0	0	25.45
882.5	0	0	25.5
883.25	0	0	25.55
884	0	0	25.6
884.75	0	0	25.65
885.5	0	0	25.7
886.25	0	0	25.75
887	0	0	25.8
887.75	0	0	25.85
888.5	0	0	25.9
889.25	0	0	25.95
890	0	0	26
890.75	0	0	26.05
891.5	0	0	26.1
892.25	0	0	26.15
893	0	0	26.2
893.75	0	0	26.25
894.5	0	0	26.3
895.25	0	0	26.35
896	0	0	26.4
896.75	0	0	26.45
897.5	0	0	26.5
898.25	0	0	26.55
899	0	0	26.6
899.75	0	0	26.65
900.5	0	0	26.7
901.25	0	0	26.75
902	0	0	26.8
902.75	0	0	26.85
903.5	0	0	26.9
904.25	0	0	26.95
905	0	0	27
905.75	0	0	27.05
906.5	0	0	27.1
907.25	0	0	27.15
908	0	0	27.2
908.75	0	0	27.25
909.5	0	0	27.3
910.25	0	0	27.35
911	0	0	27.4
911.75	0	0	27.45
912.5	0	0	27.5
913.25	0	0	27.55
914	0	0	27.6
914.75	0	0	27.65
915.5	0	0	27.7
916.25	0	0	27.75
917	0	0	27.8
917.75	0	0	27.85
918.5	0	0	27.9
919.25	0	0	27.95
920	0	0	28
920.75	0	0	28.05
921.5	0	0	28.1
922.25	0	0	28.15
923	0	0	28.2
923.75	0	0	28.25
924.5	0	0	28.3
925.25	0	0	28.35
926	0	0	28.4
926.75	0	0	28.45
927.5	0	0	28.5
928.25	0	0	28.55
929	0	0	28.6
929.75	0	0	28.65
930.5	0	0	28.7
931.25	0	0	28.75
932	0	0	28.8
932.75	0	0	28.85
933.5	0	0	28.9
934.25	0	0	28.95
935	0	0	29
935.75	0	0	29.05
936.5	0	0	29.1
937.25	0	0	29.15
938	0	0	29.2
938.75	0	0	29.25
939.5	0	0	29.3
940.25	0	0	29.35
941	0	0	29.4
941.75	0	0	29.45
942.5	0	0	29.5
943.25	0	0	29.55
944	0	0	29.6
944.75	0	0	29.65
945.5	0	0	29.7
946.25	0	0	29.75
947	0	0	29.8
947.75	0	0	29.85
948.5	0	0	29.9
949.25	0	0	29.95
950	0	0	30
950.75	0	0	30.05
951.5	0	0	30.1
952.25	0	0	30.15
953	0	0	30.2
953.75	0	0	30.25
954.5	0	0	30.3
955.25	0	0	30.35
956	0	0	30.4
956.75	0	0	30.45
957.5	0	0	30.5
958.25	0	0	30.55
959	0	0	30.6
959.75	0	0	30.65
960.5	0	0	30.7
961.25	0	0	30.75
962	0	0	30.8
962.75	0	0	30.85
963.5	0	0	30.9
964.25	0	0	30.95
965	0	0	31
965.75	0	0	31.05
966.5	0	0	31.1
967.25	0	0	31.15
968	0	0	31.2
968.75	0	0	31.25
969.5	0	0	31.3
970.25	0	0	31.35
971	0	0	31.4
971.75	0	0	31.45
972.5	0	0	31.5
973.25	0	0	31.55
974	0	0	31.6
974.75	0	0	31.65
975.5	0	0	31.7
976.25	0	0	31.75
977	0	0	31.8
977.75	0	0	31.85
978.5	0	0	31.9
979.25	0	0	31.95
980	0	0	32
980.75	0	0	32.05
981.5	0	0	32.1
