12





1	1.8	4.8	1.4	1


	1588	1


	100	3.7	0	0
	101	3.7	0	0.05
	102	3.7	0	0.1
	103	3.7	0	0.15
	104	3.7	0	0.2
	105	3.7	0	0.25
	106	3.7	0	0.3
	107	3.7	0	0.35
	108	3.7	0	0.4
	109	3.7	0	0.45
	110	3.7	0	0.5
	111	3.7	0	0.55
	112	3.7	0	0.6
	113	3.7	0	0.65
	114	3.7	0	0.7
	115	3.7	0	0.75
	116	3.7	0	0.8
	117	3.7	0	0.85
	118	3.7	0	0.9
	119	3.7	0	0.95
	120	3.7	0	1
	121	3.7	0	1.05
	122	3.7	0	1.1
	123	3.7	0	1.15
	124	3.7	0	1.2
	125	3.7	0	1.25
	126	3.7	0	1.3
	127	3.7	0	1.35
	128	3.7	0	1.4
	129	3.7	0	1.45
	130	3.7	0	1.5
	131	3.7	0	1.55
	132	3.7	0	1.6
	133	3.7	0	1.65
	134	3.7	0	1.7
	135	3.7	0	1.75
	136	3.7	0	1.8
	137	3.7	0	1.85
	138	3.7	0	1.9
	139	3.7	0	1.95
	140	3.7	0	2
	141	3.7	0	2.05
	142	3.7	0	2.1
	143	3.7	0	2.15
	144	3.7	0	2.2
	145	3.7	0	2.25
	146	3.7	0	2.3
	147	3.7	0	2.35
	148	3.7	0	2.4
	149	3.7	0	2.45
	150	3.7	0	2.5
	151	3.7	0	2.55
	152	3.7	0	2.6
	153	3.7	0	2.65
	154	3.7	0	2.7
	155	3.7	0	2.75
	156	3.7	0	2.8
	157	3.7	0	2.85
	158	3.7	0	2.9
	159	3.7	0	2.95
	160	3.7	0	3
	161	3.7	0	3.05
	162	3.7	0	3.1
	163	3.7	0	3.15
	164	3.7	0	3.2
	165	3.7	0	3.25
	166	3.7	0	3.3
	167	3.7	0	3.35
	168	3.7	0	3.4
	169	3.7	0	3.45
	170	3.7	0	3.5
	171	3.7	0	3.55
	172	3.7	0	3.6
	173	3.7	0	3.65
	174	3.7	0	3.7
	175	3.7	0	3.75
	176	3.7	0	3.8
	177	3.7	0	3.85
	178	3.7	0	3.9
	179	3.7	0	3.95
	180	3.7	0	4
	181	3.7	0	4.05
	182	3.7	0	4.1
	183	3.7	0	4.15
	184	3.7	0	4.2
	185	3.7	0	4.25
	186	3.7	0	4.3
	187	3.7	0	4.35
	188	3.7	0	4.4
	189	3.7	0	4.45
	190	3.7	0	4.5
	191	3.7	0	4.55
	192	3.7	0	4.6
	193	3.7	0	4.65
	194	3.7	0	4.7
	195	3.7	0	4.75
	196	3.7	0	4.8
	197	3.7	0	4.85
	198	3.7	0	4.9
	199	3.7	0	4.95
	200	3.7	0	5
	201	3.7	0	5.05
	202	3.7	0	5.1
	203	3.7	0	5.15
	204	3.7	0	5.2
	205	3.7	0	5.25
	206	3.7	0	5.3
	207	3.7	0	5.35
	208	3.7	0	5.4
	209	3.7	0	5.45
	210	3.7	0	5.5
	211	3.7	0	5.55
	212	3.7	0	5.6
	213	3.7	0	5.65
	214	3.7	0	5.7
	215	3.7	0	5.75
	216	3.7	0	5.8
	217	3.7	0	5.85
	218	3.7	0	5.9
	219	3.7	0	5.95
	220	3.7	0	6
	221	3.7	0	6.05
	222	3.7	0	6.1
	223	3.7	0	6.15
	224	3.7	0	6.2
	225	3.7	0	6.25
	226	3.7	0	6.3
	227	3.7	0	6.35
	228	3.7	0	6.4
	229	3.7	0	6.45
	230	3.7	0	6.5
	231	3.7	0	6.55
	232	3.7	0	6.6
	233	3.7	0	6.65
	234	3.7	0	6.7
	235	3.7	0	6.75
	236	3.7	0	6.8
	237	3.7	0	6.85
	238	3.7	0	6.9
	239	3.7	0	6.95
	240	3.7	0	7
	241	3.7	0	7.05
	242	3.7	0	7.1
	243	3.7	0	7.15
	244	3.7	0	7.2
	245	3.7	0	7.25
	246	3.7	0	7.3
	247	3.7	0	7.35
	248	3.7	0	7.4
	249	3.7	0	7.45
	250	3.7	0	7.5
	251	3.7	0	7.55
	252	3.7	0	7.6
	253	3.7	0	7.65
	254	3.7	0	7.7
	255	3.7	0	7.75
	256	3.7	0	7.8
	257	3.7	0	7.85
	258	3.7	0	7.9
	259	3.7	0	7.95
	260	3.7	0	8
	261	3.7	0	8.05
	262	3.7	0	8.1
	263	3.7	0	8.15
